Created Date,Closed Date,Borough,Descriptor,Complaint Type,Agency,Longitude,Latitude,Status,processing_time,start_time_window
01/01/2016 02:36:38 PM,01/05/2016 01:09:45 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.85804610902595,40.83223843492743,Closed,3 days 10:33:07.000000000,14
01/01/2016 02:37:06 PM,01/04/2016 12:41:25 PM,BROOKLYN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.96030504056489,40.65548575094419,Closed,2 days 22:04:19.000000000,14
01/01/2016 02:37:39 PM,01/05/2016 02:01:07 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.93682046399705,40.66374252768339,Closed,3 days 23:23:28.000000000,14
01/01/2016 02:37:41 PM,01/05/2016 08:49:50 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.88669349422506,40.85429368786175,Closed,3 days 18:12:09.000000000,14
01/01/2016 02:37:42 PM,01/04/2016 11:26:41 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.88400538088398,40.870122449699785,Closed,2 days 20:48:59.000000000,14
01/01/2016 02:37:51 PM,01/03/2016 05:50:08 PM,MANHATTAN,WATER SUPPLY,PLUMBING,HPD,-73.92804980664533,40.865099841872976,Closed,2 days 03:12:17.000000000,14
01/01/2016 02:37:52 PM,01/03/2016 05:50:08 PM,MANHATTAN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.92804980664533,40.865099841872976,Closed,2 days 03:12:16.000000000,14
01/01/2016 02:39:10 PM,01/01/2016 06:44:01 PM,MANHATTAN,,Homeless Encampment,NYPD,-74.0063090250317,40.714164662337005,Closed,0 days 04:04:51.000000000,14
01/01/2016 02:39:12 PM,01/20/2016 01:47:15 PM,Unspecified,2016 Alternate Side Parking Calendar - English,DOT Literature Request,DOT,,,Closed,18 days 23:08:03.000000000,14
01/01/2016 02:39:14 PM,01/06/2016 08:59:11 AM,BROOKLYN,"Rough, Pitted or Cracked Roads",Street Condition,DOT,-74.00199939902858,40.62724874026245,Closed,4 days 18:19:57.000000000,14
01/01/2016 02:39:18 PM,01/01/2016 02:59:04 PM,BROOKLYN,Double Parked Blocking Traffic,Illegal Parking,NYPD,-74.02754494881975,40.62742935893068,Closed,0 days 00:19:46.000000000,14
01/01/2016 02:39:44 PM,01/01/2016 06:12:21 PM,BRONX,Car/Truck Music,Noise - Vehicle,NYPD,-73.86604286404084,40.83054078724149,Closed,0 days 03:32:37.000000000,14
01/01/2016 02:39:46 PM,01/01/2016 04:43:33 PM,BROOKLYN,No Access,Blocked Driveway,NYPD,-73.95614860526567,40.607615125700015,Closed,0 days 02:03:47.000000000,14
01/01/2016 02:40:00 PM,01/01/2016 03:10:00 PM,BROOKLYN,Reflector/Louvre,Traffic Signal Condition,DOT,,,Closed,0 days 00:30:00.000000000,14
01/01/2016 02:40:06 PM,01/01/2016 03:36:43 PM,QUEENS,Double Parked Blocking Traffic,Illegal Parking,NYPD,-73.90680151952633,40.70553874244569,Closed,0 days 00:56:37.000000000,14
01/01/2016 02:41:07 PM,01/01/2016 05:29:37 PM,MANHATTAN,In Prohibited Area,Vending,NYPD,-73.97548205139817,40.78195202013981,Closed,0 days 02:48:30.000000000,14
01/01/2016 02:41:49 PM,01/04/2016 07:33:25 PM,BROOKLYN,BATHTUB/SHOWER,PLUMBING,HPD,-73.95432497790227,40.64108165113203,Closed,3 days 04:51:36.000000000,14
01/01/2016 02:41:49 PM,01/04/2016 07:33:25 PM,BROOKLYN,BASIN/SINK,PLUMBING,HPD,-73.95432497790227,40.64108165113203,Closed,3 days 04:51:36.000000000,14
01/01/2016 02:41:49 PM,03/17/2016 12:58:48 PM,BROOKLYN,BASIN/SINK,PLUMBING,HPD,-73.95432497790227,40.64108165113203,Closed,75 days 22:16:59.000000000,14
01/01/2016 02:41:49 PM,03/17/2016 12:58:48 PM,BROOKLYN,MOLD,UNSANITARY CONDITION,HPD,-73.95432497790227,40.64108165113203,Closed,75 days 22:16:59.000000000,14
01/01/2016 02:42:38 PM,01/01/2016 04:25:44 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.95264952275203,40.66637963014085,Closed,0 days 01:43:06.000000000,14
01/01/2016 02:42:44 PM,02/08/2016 05:32:20 PM,BRONX,Graffiti - Highway,Highway Condition,DOT,,,Closed,38 days 02:49:36.000000000,14
01/01/2016 02:42:54 PM,01/06/2016 01:09:06 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.94590428246505,40.827578479376896,Closed,4 days 10:26:12.000000000,14
01/01/2016 02:43:00 PM,01/02/2016 12:00:00 PM,STATEN ISLAND,2R Bulk-Missed Recy Collection,Missed Collection (All Materials),DSNY,-74.2156249962847,40.54903909604575,Closed,0 days 21:17:00.000000000,14
01/01/2016 02:43:10 PM,01/01/2016 07:38:40 PM,QUEENS,No Access,Blocked Driveway,NYPD,-73.84233311289519,40.67557241188752,Closed,0 days 04:55:30.000000000,14
01/01/2016 02:43:52 PM,01/01/2016 02:43:52 PM,QUEENS,Curb Cut/Driveway/Carport - Illegal,General Construction/Plumbing,DOB,-73.89194272388592,40.70490269068985,Open,0 days 00:00:00.000000000,14
01/01/2016 02:44:20 PM,01/01/2016 04:41:29 PM,MANHATTAN,Blocked Hydrant,Illegal Parking,NYPD,-73.93667782116981,40.840580973961295,Closed,0 days 01:57:09.000000000,14
01/01/2016 02:45:20 PM,01/03/2016 09:23:03 AM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.90057631508549,40.85059839135644,Closed,1 days 18:37:43.000000000,14
01/01/2016 02:45:20 PM,01/02/2016 04:34:12 PM,BRONX,POWER OUTAGE,ELECTRIC,HPD,-73.90057631508549,40.85059839135644,Closed,1 days 01:48:52.000000000,14
01/01/2016 02:45:59 PM,01/02/2016 07:38:18 PM,MANHATTAN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.9655939200432,40.75692569706565,Closed,1 days 04:52:19.000000000,14
01/01/2016 02:46:00 PM,01/05/2016 05:57:42 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.91934607921762,40.67550395508911,Closed,4 days 03:11:42.000000000,14
01/01/2016 02:46:05 PM,01/01/2016 10:19:08 PM,BRONX,Loud Talking,Noise - Commercial,NYPD,-73.87949795103773,40.8753766676666,Closed,0 days 07:33:03.000000000,14
01/01/2016 02:46:09 PM,01/01/2016 05:08:41 PM,MANHATTAN,Loud Talking,Noise - Residential,NYPD,-73.99698404173502,40.72131764013717,Closed,0 days 02:22:32.000000000,14
01/01/2016 02:46:36 PM,01/01/2016 07:34:30 PM,BROOKLYN,Partial Access,Blocked Driveway,NYPD,-73.98382898943242,40.60946960043595,Closed,0 days 04:47:54.000000000,14
01/01/2016 02:46:43 PM,01/01/2016 07:56:54 PM,STATEN ISLAND,Posted Parking Sign Violation,Illegal Parking,NYPD,-74.1411772537169,40.56499506179319,Closed,0 days 05:10:11.000000000,14
01/01/2016 02:46:49 PM,01/01/2016 03:50:27 PM,MANHATTAN,Loud Talking,Noise - Street/Sidewalk,NYPD,-73.94630058482072,40.806639196690575,Closed,0 days 01:03:38.000000000,14
01/01/2016 02:47:39 PM,02/08/2016 05:33:24 PM,BRONX,Graffiti - Highway,Highway Condition,DOT,,,Closed,38 days 02:45:45.000000000,14
01/01/2016 02:48:24 PM,01/06/2016 10:11:00 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.92352602888758,40.82815866919083,Closed,4 days 19:22:36.000000000,14
01/01/2016 02:49:00 PM,01/04/2016 10:57:00 AM,BROOKLYN,"Noise, Barking Dog (NR5)",Noise,DEP,-73.98097159669662,40.67739984238101,Closed,2 days 20:08:00.000000000,14
01/01/2016 02:49:04 PM,01/01/2016 03:20:58 PM,BROOKLYN,With License Plate,Derelict Vehicle,NYPD,-74.03571112545919,40.61927508289475,Closed,0 days 00:31:54.000000000,14
01/01/2016 02:49:11 PM,01/04/2016 09:33:40 AM,QUEENS,House/Property Damaged,Consumer Complaint,DCA,-73.80633906147379,40.67196845350187,Closed,2 days 18:44:29.000000000,14
01/01/2016 02:50:00 PM,01/02/2016 12:00:00 PM,BROOKLYN,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition,DSNY,,,Closed,0 days 21:10:00.000000000,14
01/01/2016 02:50:44 PM,01/01/2016 06:45:05 PM,BROOKLYN,Double Parked Blocking Traffic,Illegal Parking,NYPD,-73.93915871252499,40.71233447022895,Closed,0 days 03:54:21.000000000,14
01/01/2016 02:50:58 PM,01/05/2016 08:49:30 AM,BROOKLYN,Chemical Vapors/Gases/Odors,Indoor Air Quality,DOHMH,-73.96346003048848,40.64625883653614,Closed,3 days 17:58:32.000000000,14
01/01/2016 02:51:36 PM,01/12/2016 12:37:38 PM,BROOKLYN,RADIATOR,PLUMBING,HPD,-73.91934607921762,40.67550395508911,Closed,10 days 21:46:02.000000000,14
01/01/2016 02:51:36 PM,01/06/2016 03:30:11 PM,BROOKLYN,STEAM PIPE/RISER,PLUMBING,HPD,-73.91934607921762,40.67550395508911,Closed,5 days 00:38:35.000000000,14
01/01/2016 02:51:36 PM,01/12/2016 12:37:38 PM,BROOKLYN,HEAVY FLOW,WATER LEAK,HPD,-73.91934607921762,40.67550395508911,Closed,10 days 21:46:02.000000000,14
01/01/2016 02:51:58 PM,01/01/2016 06:45:04 PM,BROOKLYN,Double Parked Blocking Traffic,Illegal Parking,NYPD,-73.94140994295128,40.71189373123082,Closed,0 days 03:53:06.000000000,14
01/01/2016 02:52:00 PM,01/02/2016 12:00:00 PM,STATEN ISLAND,12 Dead Animals,Sanitation Condition,DSNY,-74.15802817618685,40.63025549308127,Closed,0 days 21:08:00.000000000,14
01/01/2016 02:52:52 PM,01/01/2016 03:20:59 PM,BROOKLYN,With License Plate,Derelict Vehicle,NYPD,-74.03571112545919,40.61927508289475,Closed,0 days 00:28:07.000000000,14
01/01/2016 02:54:00 PM,01/14/2016 12:15:00 PM,BROOKLYN,Noise: Alarms (NR3),Noise,DEP,-73.9439393547817,40.728053391049,Closed,12 days 21:21:00.000000000,14
01/01/2016 02:54:25 PM,01/01/2016 05:18:03 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93432872245698,40.84785313565626,Closed,0 days 02:23:38.000000000,14
01/01/2016 02:54:30 PM,01/02/2016 09:38:09 AM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.89982102451947,40.87208874235087,Closed,0 days 18:43:39.000000000,14
01/01/2016 02:54:32 PM,01/04/2016 08:53:00 AM,BRONX,Pothole,Street Condition,DOT,-73.86054199034645,40.848295301678746,Closed,2 days 17:58:28.000000000,14
01/01/2016 02:54:55 PM,01/01/2016 07:02:50 PM,MANHATTAN,,Homeless Encampment,NYPD,-73.98984246307847,40.75894502981832,Closed,0 days 04:07:55.000000000,14
01/01/2016 02:55:00 PM,01/01/2016 02:55:00 PM,STATEN ISLAND,12 Dead Animals,Sanitation Condition,DSNY,-74.15802817618685,40.63025549308127,Closed,0 days 00:00:00.000000000,14
01/01/2016 02:55:03 PM,01/03/2016 05:50:07 PM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.92714580413967,40.861937381906316,Closed,2 days 02:55:04.000000000,14
01/01/2016 02:55:10 PM,01/06/2016 03:00:55 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.95078167785087,40.65259730409284,Closed,5 days 00:05:45.000000000,14
01/01/2016 02:55:13 PM,01/03/2016 01:13:51 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.9450214534386,40.8158718403566,Closed,1 days 10:18:38.000000000,14
01/01/2016 02:55:31 PM,01/01/2016 07:20:51 PM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.86344325864486,40.86823355395161,Closed,0 days 04:25:20.000000000,14
01/01/2016 02:55:56 PM,01/04/2016 11:00:00 AM,MANHATTAN,Pothole,Street Condition,DOT,-73.9711844396782,40.766769879904345,Closed,2 days 20:04:04.000000000,14
01/01/2016 02:56:00 PM,01/02/2016 11:24:00 AM,QUEENS,Sewer Backup (Use Comments) (SA),Sewer,DEP,-73.73104990710145,40.67102383981394,Closed,0 days 20:28:00.000000000,14
01/01/2016 02:56:27 PM,01/01/2016 05:09:44 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.99698404173502,40.72131764013717,Closed,0 days 02:13:17.000000000,14
01/01/2016 02:57:00 PM,01/01/2016 02:57:00 PM,QUEENS,Veh Signal Lamp,Traffic Signal Condition,DOT,,,Closed,0 days 00:00:00.000000000,14
01/01/2016 02:57:00 PM,01/01/2016 06:10:00 PM,BROOKLYN,Sewer Backup (Use Comments) (SA),Sewer,DEP,-73.954460770821,40.70081627494719,Closed,0 days 03:13:00.000000000,14
01/01/2016 02:57:25 PM,01/01/2016 03:25:10 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.88415147136058,40.65551660248385,Closed,0 days 00:27:45.000000000,14
01/01/2016 02:58:07 PM,01/07/2016 09:28:06 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.88741629434003,40.81808614346436,Closed,5 days 18:29:59.000000000,14
01/01/2016 02:58:32 PM,01/01/2016 02:58:32 PM,MANHATTAN,Pothole,Street Condition,DOT,-73.9711844396782,40.766769879904345,Closed,0 days 00:00:00.000000000,14
01/01/2016 02:59:00 PM,01/01/2016 06:15:00 PM,QUEENS,Sewer Backup (Use Comments) (SA),Sewer,DEP,-73.73104990710145,40.67102383981394,Closed,0 days 03:16:00.000000000,14
01/01/2016 03:00:00 PM,01/04/2016 08:04:00 AM,MANHATTAN,Water Meter Broken/Leaking - Private Residence (CMR),Water Conservation,DEP,-73.94766449262218,40.8269425177046,Closed,2 days 17:04:00.000000000,15
01/01/2016 03:00:12 PM,01/01/2016 04:36:12 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93442958953779,40.844529353214696,Closed,0 days 01:36:00.000000000,15
01/01/2016 03:00:40 PM,01/11/2016 12:14:18 PM,BRONX,Miscellaneous,SCRIE,DOF,,,Closed,9 days 21:13:38.000000000,15
01/01/2016 03:00:40 PM,01/01/2016 09:01:52 PM,BROOKLYN,Banging/Pounding,Noise - Residential,NYPD,-73.99227231646894,40.62963646472325,Closed,0 days 06:01:12.000000000,15
01/01/2016 03:00:44 PM,02/01/2016 11:36:14 AM,BROOKLYN,Branch Cracked and Will Fall,Damaged Tree,DPR,-73.97869887707284,40.60284831675871,Closed,30 days 20:35:30.000000000,15
01/01/2016 03:01:00 PM,01/02/2016 08:40:00 AM,BROOKLYN,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer,DEP,-73.954460770821,40.70081627494719,Closed,0 days 17:39:00.000000000,15
01/01/2016 03:01:00 PM,01/01/2016 10:39:31 PM,BROOKLYN,Partial Access,Blocked Driveway,NYPD,-73.99129777255274,40.64365951172836,Closed,0 days 07:38:31.000000000,15
01/01/2016 03:01:05 PM,01/05/2016 01:10:41 AM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.98014417617998,40.63508615948311,Closed,3 days 10:09:36.000000000,15
01/01/2016 03:01:41 PM,01/01/2016 06:23:55 PM,BRONX,Double Parked Blocking Traffic,Illegal Parking,NYPD,-73.86332894791036,40.81478290901932,Closed,0 days 03:22:14.000000000,15
01/01/2016 03:02:02 PM,02/11/2016 02:10:39 PM,MANHATTAN,Other,Noise - Helicopter,EDC,-74.00255481016286,40.737632478456256,Closed,40 days 23:08:37.000000000,15
01/01/2016 03:02:11 PM,01/07/2016 12:48:34 PM,Unspecified,Waive Penalty for Late Payment,DOF Parking - Payment Issue,DOF,,,Closed,5 days 21:46:23.000000000,15
01/01/2016 03:03:01 PM,,MANHATTAN,DOOR,DOOR/WINDOW,HPD,-73.92714580413967,40.861937381906316,Open,,15
01/01/2016 03:03:16 PM,01/03/2016 01:14:46 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.92363308604236,40.835627106035645,Closed,1 days 10:11:30.000000000,15
01/01/2016 03:03:19 PM,01/06/2016 01:10:41 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.95848644927666,40.77477789929881,Closed,4 days 10:07:22.000000000,15
01/01/2016 03:03:51 PM,01/01/2016 04:18:02 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93997797834271,40.80797275899747,Closed,0 days 01:14:11.000000000,15
01/01/2016 03:03:55 PM,01/01/2016 04:33:02 PM,QUEENS,Blocked Hydrant,Illegal Parking,NYPD,-73.91154789061206,40.70834489291031,Closed,0 days 01:29:07.000000000,15
01/01/2016 03:04:00 PM,01/01/2016 04:00:00 PM,BRONX,Controller,Traffic Signal Condition,DOT,,,Closed,0 days 00:56:00.000000000,15
01/01/2016 03:04:51 PM,01/01/2016 05:20:11 PM,BROOKLYN,No Access,Blocked Driveway,NYPD,-73.92709901253416,40.703442662289035,Closed,0 days 02:15:20.000000000,15
01/01/2016 03:05:00 PM,01/05/2016 12:51:00 PM,MANHATTAN,Noise: air condition/ventilation equipment (NV1),Noise,DEP,-73.9686376634698,40.79333276612264,Closed,3 days 21:46:00.000000000,15
01/01/2016 03:05:16 PM,01/01/2016 05:00:16 PM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.86334896161938,40.75577109828108,Closed,0 days 01:55:00.000000000,15
01/01/2016 03:05:39 PM,01/12/2016 06:09:55 PM,BROOKLYN,,Housing - Low Income Senior,DFTA,,,Closed,11 days 03:04:16.000000000,15
01/01/2016 03:05:40 PM,01/01/2016 03:05:40 PM,BROOKLYN,Curb Cut/Driveway/Carport - Illegal,General Construction/Plumbing,DOB,-74.00774653625287,40.605830878374,Open,0 days 00:00:00.000000000,15
01/01/2016 03:05:42 PM,01/05/2016 09:48:08 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-74.01432703702683,40.62637227698941,Closed,4 days 06:42:26.000000000,15
01/01/2016 03:05:45 PM,01/05/2016 01:10:55 AM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.89048912185245,40.669831354690665,Closed,3 days 10:05:10.000000000,15
01/01/2016 03:05:48 PM,01/05/2016 11:05:42 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.90833563366328,40.84627367113683,Closed,3 days 19:59:54.000000000,15
01/01/2016 03:05:55 PM,01/13/2016 12:42:17 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.95706405836958,40.61775474119032,Closed,11 days 21:36:22.000000000,15
01/01/2016 03:05:55 PM,01/13/2016 12:42:17 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.95706405836958,40.61775474119032,Closed,11 days 21:36:22.000000000,15
01/01/2016 03:06:08 PM,01/01/2016 04:55:00 PM,BROOKLYN,Loud Music/Party,Noise - Commercial,NYPD,-73.95102933650169,40.67852184148629,Closed,0 days 01:48:52.000000000,15
01/01/2016 03:06:50 PM,01/05/2016 12:00:00 AM,MANHATTAN,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,Plumbing,DOB,-73.98393790134854,40.74059571880178,Closed,3 days 08:53:10.000000000,15
01/01/2016 03:07:00 PM,01/01/2016 04:00:00 PM,BRONX,Veh Signal Lamp,Traffic Signal Condition,DOT,,,Closed,0 days 00:53:00.000000000,15
01/01/2016 03:07:04 PM,01/06/2016 06:49:41 AM,MANHATTAN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.92957355325694,40.85329033535188,Closed,4 days 15:42:37.000000000,15
01/01/2016 03:07:27 PM,01/01/2016 07:44:00 PM,MANHATTAN,Double Parked Blocking Traffic,Illegal Parking,NYPD,-73.98522020615552,40.71876410499562,Closed,0 days 04:36:33.000000000,15
01/01/2016 03:07:47 PM,01/05/2016 12:40:13 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.93380912094888,40.665346530124594,Closed,3 days 21:32:26.000000000,15
01/01/2016 03:07:57 PM,01/04/2016 02:22:57 PM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.9533042455393,40.80213815187047,Closed,2 days 23:15:00.000000000,15
01/01/2016 03:08:22 PM,01/01/2016 06:26:03 PM,BRONX,With License Plate,Derelict Vehicle,NYPD,-73.8303663339637,40.84901241451358,Closed,0 days 03:17:41.000000000,15
01/01/2016 03:08:28 PM,01/01/2016 11:16:28 PM,QUEENS,No Access,Blocked Driveway,NYPD,-73.86381734202557,40.759718600462044,Closed,0 days 08:08:00.000000000,15
01/01/2016 03:08:49 PM,01/01/2016 10:23:27 PM,BROOKLYN,No Access,Blocked Driveway,NYPD,-73.91875005386545,40.68239017554173,Closed,0 days 07:14:38.000000000,15
01/01/2016 03:08:58 PM,01/01/2016 07:43:58 PM,MANHATTAN,Posted Parking Sign Violation,Illegal Parking,NYPD,-73.98473297927015,40.71971921770221,Closed,0 days 04:35:00.000000000,15
01/01/2016 03:09:03 PM,01/01/2016 11:18:38 PM,QUEENS,Partial Access,Blocked Driveway,NYPD,-73.8060539232901,40.6782864603157,Closed,0 days 08:09:35.000000000,15
01/01/2016 03:09:43 PM,01/01/2016 06:26:04 PM,BRONX,With License Plate,Derelict Vehicle,NYPD,-73.82268056087932,40.83457189695514,Closed,0 days 03:16:21.000000000,15
01/01/2016 03:10:47 PM,01/05/2016 12:40:13 PM,BROOKLYN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.93380912094888,40.665346530124594,Closed,3 days 21:29:26.000000000,15
01/01/2016 03:11:00 PM,01/19/2016 10:13:01 AM,BROOKLYN,BASIN/SINK,PLUMBING,HPD,-73.87954335806202,40.68664040439784,Closed,17 days 19:02:01.000000000,15
01/01/2016 03:11:00 PM,03/24/2016 09:46:36 AM,BROOKLYN,WATER SUPPLY,PLUMBING,HPD,-73.87954335806202,40.68664040439784,Closed,82 days 18:35:36.000000000,15
01/01/2016 03:11:00 PM,03/24/2016 09:46:36 AM,BROOKLYN,WATER SUPPLY,PLUMBING,HPD,-73.87954335806202,40.68664040439784,Closed,82 days 18:35:36.000000000,15
01/01/2016 03:11:00 PM,03/11/2016 04:38:11 PM,BROOKLYN,JANITOR/SUPER,GENERAL,HPD,-73.87954335806202,40.68664040439784,Closed,70 days 01:27:11.000000000,15
01/01/2016 03:11:03 PM,03/11/2016 04:38:11 PM,BROOKLYN,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION,HPD,-73.87954335806202,40.68664040439784,Closed,70 days 01:27:08.000000000,15
01/01/2016 03:11:03 PM,01/08/2016 01:12:18 AM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.86562777327406,40.869674340311434,Closed,6 days 10:01:15.000000000,15
01/01/2016 03:11:03 PM,01/19/2016 10:13:01 AM,BROOKLYN,ROOFING,OUTSIDE BUILDING,HPD,-73.87954335806202,40.68664040439784,Closed,17 days 19:01:58.000000000,15
01/01/2016 03:11:03 PM,03/11/2016 04:38:11 PM,BROOKLYN,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION,HPD,-73.87954335806202,40.68664040439784,Closed,70 days 01:27:08.000000000,15
01/01/2016 03:11:06 PM,01/07/2016 09:28:06 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.92329775115151,40.80676616796185,Closed,5 days 18:17:00.000000000,15
01/01/2016 03:12:14 PM,01/06/2016 01:09:35 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.93847750128077,40.848536109928865,Closed,4 days 09:57:21.000000000,15
01/01/2016 03:12:16 PM,01/06/2016 11:14:15 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.93906285359606,40.83691532596125,Closed,4 days 20:01:59.000000000,15
01/01/2016 03:12:18 PM,01/05/2016 10:00:25 AM,QUEENS,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.75121009186816,40.59425325759664,Closed,3 days 18:48:07.000000000,15
01/01/2016 03:12:23 PM,01/05/2016 01:10:14 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.90424440504772,40.83103171138056,Closed,3 days 09:57:51.000000000,15
01/01/2016 03:12:27 PM,01/01/2016 08:16:53 PM,BROOKLYN,No Access,Blocked Driveway,NYPD,-73.87543539364843,40.675613012156454,Closed,0 days 05:04:26.000000000,15
01/01/2016 03:12:38 PM,01/28/2016 02:23:26 PM,MANHATTAN,Garbage or Litter,Maintenance or Facility,DPR,-73.9941421942363,40.710558069021054,Closed,26 days 23:10:48.000000000,15
01/01/2016 03:12:45 PM,03/10/2016 02:17:15 PM,MANHATTAN,Driver Complaint,Taxi Complaint,TLC,-73.97834787224375,40.752410948523575,Closed,68 days 23:04:30.000000000,15
01/01/2016 03:12:53 PM,01/02/2016 11:40:35 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.9202564683571,40.8668815171514,Closed,0 days 20:27:42.000000000,15
01/01/2016 03:13:16 PM,01/07/2016 01:11:22 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.92538849182114,40.82676557366531,Closed,5 days 09:58:06.000000000,15
01/01/2016 03:13:29 PM,01/05/2016 08:32:42 AM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.93246193174335,40.671554434549314,Closed,3 days 17:19:13.000000000,15
01/01/2016 03:13:35 PM,01/05/2016 01:00:49 PM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.8772991398564,40.8245945314593,Closed,3 days 21:47:14.000000000,15
01/01/2016 03:13:49 PM,04/04/2016 01:33:29 PM,MANHATTAN,Driver Complaint,Taxi Complaint,TLC,-73.9852840618191,40.723649783681545,Closed,93 days 22:19:40.000000000,15
01/01/2016 03:14:19 PM,01/04/2016 05:59:49 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-74.01803497225072,40.643367479598226,Closed,3 days 02:45:30.000000000,15
01/01/2016 03:14:23 PM,01/14/2016 10:43:30 AM,BROOKLYN,SLOW LEAK,WATER LEAK,HPD,-73.96052563160394,40.605500474688505,Closed,12 days 19:29:07.000000000,15
01/01/2016 03:14:24 PM,01/07/2016 01:10:24 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.906918594925,40.861914602810465,Closed,5 days 09:56:00.000000000,15
01/01/2016 03:15:26 PM,01/05/2016 01:20:21 PM,BROOKLYN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-74.0011169108357,40.6349808217264,Closed,3 days 22:04:55.000000000,15
01/01/2016 03:15:41 PM,01/05/2016 04:01:19 PM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.86477474057287,40.855321300428585,Closed,4 days 00:45:38.000000000,15
01/01/2016 03:16:25 PM,01/01/2016 08:51:27 PM,BROOKLYN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.94967733207325,40.67854870585767,Closed,0 days 05:35:02.000000000,15
01/01/2016 03:16:32 PM,01/05/2016 12:40:13 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.93380912094888,40.665346530124594,Closed,3 days 21:23:41.000000000,15
01/01/2016 03:17:00 PM,01/01/2016 09:00:00 PM,BRONX,Sewer Backup (Use Comments) (SA),Sewer,DEP,-73.902767334972,40.81559692480092,Closed,0 days 05:43:00.000000000,15
