Created Date,Closed Date,Borough,Descriptor,Complaint Type,Agency,Longitude,Latitude,Status,processing_time,start_time_window
01/01/2016 12:38:31 AM,01/01/2016 03:43:42 AM,BROOKLYN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.91881739922627,40.70703550694565,Closed,0 days 03:05:11.000000000,0
01/01/2016 12:38:46 AM,01/01/2016 01:26:59 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.90845232226513,40.7719905469561,Closed,0 days 00:48:13.000000000,0
01/01/2016 12:39:00 AM,01/01/2016 01:51:44 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.9865710685484,40.71047783666379,Closed,0 days 01:12:44.000000000,0
01/01/2016 12:39:05 AM,01/01/2016 08:27:32 AM,QUEENS,No Access,Blocked Driveway,NYPD,-73.8599028018879,40.693565190218244,Closed,0 days 07:48:27.000000000,0
01/01/2016 12:39:08 AM,01/01/2016 07:26:06 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.91317937007253,40.83484295688418,Closed,0 days 06:46:58.000000000,0
01/01/2016 12:39:14 AM,01/01/2016 03:30:52 AM,BROOKLYN,Blocked Hydrant,Illegal Parking,NYPD,-73.97562467812924,40.63893622633115,Closed,0 days 02:51:38.000000000,0
01/01/2016 12:39:38 AM,01/01/2016 01:25:48 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-74.00669671709194,40.731280952009776,Closed,0 days 00:46:10.000000000,0
01/01/2016 12:39:45 AM,01/01/2016 12:39:45 AM,QUEENS,Illegal Conversion Of Residential Building/Space,Building/Use,DOB,-73.81997447956373,40.68743272513059,Open,0 days 00:00:00.000000000,0
01/01/2016 12:39:51 AM,01/01/2016 02:45:26 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94923983376826,40.81282713425973,Closed,0 days 02:05:35.000000000,0
01/01/2016 12:39:57 AM,01/01/2016 03:43:40 AM,BROOKLYN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.91940239945906,40.70646226213391,Closed,0 days 03:03:43.000000000,0
01/01/2016 12:40:37 AM,01/04/2016 12:00:00 AM,MANHATTAN,Elevator - Dangerous Condition/Shaft Open/Unguarded,Elevator,DOB,-73.9839762429817,40.716214056459634,Closed,2 days 23:19:23.000000000,0
01/01/2016 12:40:50 AM,01/01/2016 05:31:22 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.87947430159765,40.84453717246229,Closed,0 days 04:50:32.000000000,0
01/01/2016 12:41:08 AM,01/01/2016 07:43:21 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.81902069362663,40.824954204382216,Closed,0 days 07:02:13.000000000,0
01/01/2016 12:41:20 AM,01/01/2016 03:14:08 AM,QUEENS,Banging/Pounding,Noise - Commercial,NYPD,-73.82746439483222,40.68576439562681,Closed,0 days 02:32:48.000000000,0
01/01/2016 12:41:22 AM,01/01/2016 03:12:48 AM,BROOKLYN,No Access,Blocked Driveway,NYPD,-73.99587039929536,40.64521880449762,Closed,0 days 02:31:26.000000000,0
01/01/2016 12:41:27 AM,01/01/2016 07:09:56 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.7662200345285,40.75926545263436,Closed,0 days 06:28:29.000000000,0
01/01/2016 12:41:36 AM,01/01/2016 03:54:41 AM,BROOKLYN,Loud Talking,Noise - Residential,NYPD,-73.99363945188976,40.687073818173616,Closed,0 days 03:13:05.000000000,0
01/01/2016 12:41:45 AM,01/01/2016 01:40:21 AM,BROOKLYN,No Access,Blocked Driveway,NYPD,-73.96122265665805,40.71372463205685,Closed,0 days 00:58:36.000000000,0
01/01/2016 12:41:45 AM,01/01/2016 03:02:34 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.98304150368205,40.59034648318576,Closed,0 days 02:20:49.000000000,0
01/01/2016 12:42:17 AM,01/01/2016 04:20:58 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.95068797267992,40.652602753520405,Closed,0 days 03:38:41.000000000,0
01/01/2016 12:42:22 AM,01/01/2016 03:01:27 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.9829875726526,40.59004454721114,Closed,0 days 02:19:05.000000000,0
01/01/2016 12:42:50 AM,01/01/2016 05:31:26 AM,BROOKLYN,Loud Music/Party,Noise - Commercial,NYPD,-73.86783918441044,40.68662206798757,Closed,0 days 04:48:36.000000000,0
01/01/2016 12:42:53 AM,01/01/2016 03:43:39 AM,BROOKLYN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.91957210782559,40.706305929219006,Closed,0 days 03:00:46.000000000,0
01/01/2016 12:43:02 AM,01/01/2016 06:27:35 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.90697865453862,40.69232557139607,Closed,0 days 05:44:33.000000000,0
01/01/2016 12:43:08 AM,01/01/2016 07:47:25 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.86448513165125,40.864397692308394,Closed,0 days 07:04:17.000000000,0
01/01/2016 12:43:10 AM,01/01/2016 03:30:48 AM,BROOKLYN,Blocked Hydrant,Illegal Parking,NYPD,-73.97562467812924,40.63893622633115,Closed,0 days 02:47:38.000000000,0
01/01/2016 12:43:24 AM,01/01/2016 06:55:33 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.86251814306763,40.68612726397319,Closed,0 days 06:12:09.000000000,0
01/01/2016 12:43:39 AM,01/01/2016 02:43:10 AM,BROOKLYN,No Access,Blocked Driveway,NYPD,-73.90182315982726,40.627876568744995,Closed,0 days 01:59:31.000000000,0
01/01/2016 12:43:46 AM,01/01/2016 12:55:17 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93442185165252,40.84871228152461,Closed,0 days 00:11:31.000000000,0
01/01/2016 12:43:48 AM,01/01/2016 02:21:39 AM,BROOKLYN,Loud Music/Party,Noise - Commercial,NYPD,-73.95518188638793,40.717183582604505,Closed,0 days 01:37:51.000000000,0
01/01/2016 12:43:52 AM,01/01/2016 03:45:55 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.82706683701556,40.680562445517616,Closed,0 days 03:02:03.000000000,0
01/01/2016 12:43:58 AM,01/01/2016 01:13:18 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.9702630385529,40.75246678476581,Closed,0 days 00:29:20.000000000,0
01/01/2016 12:44:06 AM,01/01/2016 12:48:49 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.95559266583203,40.80450500982757,Closed,0 days 00:04:43.000000000,0
01/01/2016 12:44:34 AM,01/01/2016 03:43:30 AM,BROOKLYN,Loud Talking,Noise - Street/Sidewalk,NYPD,-73.91940239945906,40.70646226213391,Closed,0 days 02:58:56.000000000,0
01/01/2016 12:44:37 AM,01/01/2016 11:37:37 AM,BRONX,No Access,Blocked Driveway,NYPD,-73.84772355645809,40.84260303168113,Closed,0 days 10:53:00.000000000,0
01/01/2016 12:44:45 AM,01/01/2016 01:15:28 AM,BROOKLYN,Loud Music/Party,Noise - Commercial,NYPD,-73.98176934241178,40.59464738909645,Closed,0 days 00:30:43.000000000,0
01/01/2016 12:44:58 AM,01/01/2016 04:13:42 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.9219090277833,40.826623289428795,Closed,0 days 03:28:44.000000000,0
01/01/2016 12:45:10 AM,01/01/2016 01:30:54 AM,BRONX,Banging/Pounding,Noise - Residential,NYPD,-73.89680027435357,40.89639579249236,Closed,0 days 00:45:44.000000000,0
01/01/2016 12:45:11 AM,01/01/2016 03:07:06 AM,STATEN ISLAND,Loud Music/Party,Noise - Residential,NYPD,-74.1067388858643,40.64062123163765,Closed,0 days 02:21:55.000000000,0
01/01/2016 12:45:16 AM,01/01/2016 02:21:36 AM,BROOKLYN,Loud Music/Party,Noise - Commercial,NYPD,-73.95518188638793,40.717183582604505,Closed,0 days 01:36:20.000000000,0
01/01/2016 12:45:27 AM,01/07/2016 01:07:13 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.95297805704422,40.82416166479311,Closed,6 days 00:21:46.000000000,0
01/01/2016 12:45:38 AM,01/01/2016 07:44:45 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.87149655683477,40.84131450494984,Closed,0 days 06:59:07.000000000,0
01/01/2016 12:45:47 AM,01/01/2016 03:00:09 AM,BROOKLYN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.99363945188976,40.687073818173616,Closed,0 days 02:14:22.000000000,0
01/01/2016 12:45:50 AM,01/01/2016 05:18:18 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.90751464145048,40.71666933521317,Closed,0 days 04:32:28.000000000,0
01/01/2016 12:45:59 AM,01/01/2016 07:44:44 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.85415203317038,40.84478240554378,Closed,0 days 06:58:45.000000000,0
01/01/2016 12:46:04 AM,01/01/2016 01:13:17 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.9702630385529,40.75246678476581,Closed,0 days 00:27:13.000000000,0
01/01/2016 12:46:56 AM,01/08/2016 09:11:15 AM,STATEN ISLAND,APARTMENT ONLY,HEAT/HOT WATER,HPD,-74.08792484883887,40.63128291661043,Closed,7 days 08:24:19.000000000,0
01/01/2016 12:46:56 AM,01/01/2016 08:26:26 AM,QUEENS,No Access,Blocked Driveway,NYPD,-73.85983541741706,40.68959616673424,Closed,0 days 07:39:30.000000000,0
01/01/2016 12:47:00 AM,01/01/2016 04:58:33 AM,MANHATTAN,Banging/Pounding,Noise - Residential,NYPD,-73.99632947923503,40.750112826887936,Closed,0 days 04:11:33.000000000,0
01/01/2016 12:47:10 AM,01/01/2016 02:52:20 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.9735088028558,40.67731876770174,Closed,0 days 02:05:10.000000000,0
01/01/2016 12:47:26 AM,01/01/2016 03:00:08 AM,STATEN ISLAND,Blocked Sidewalk,Illegal Parking,NYPD,-74.24042187057384,40.50127930227959,Closed,0 days 02:12:42.000000000,0
01/01/2016 12:47:39 AM,01/01/2016 02:36:12 AM,BROOKLYN,Banging/Pounding,Noise - Residential,NYPD,-73.95841368950401,40.67737194221968,Closed,0 days 01:48:33.000000000,0
01/01/2016 12:47:41 AM,01/01/2016 01:38:02 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.93053466576072,40.763697643797066,Closed,0 days 00:50:21.000000000,0
01/01/2016 12:48:15 AM,01/01/2016 07:16:50 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.9919474088222,40.7247565798187,Closed,0 days 06:28:35.000000000,0
01/01/2016 12:48:28 AM,01/01/2016 04:10:43 AM,BRONX,Banging/Pounding,Noise - Residential,NYPD,-73.91668727693269,40.87897486267529,Closed,0 days 03:22:15.000000000,0
01/01/2016 12:48:31 AM,01/01/2016 07:42:54 AM,QUEENS,Blocked Hydrant,Illegal Parking,NYPD,-73.76692972030422,40.76173442377646,Closed,0 days 06:54:23.000000000,0
01/01/2016 12:48:39 AM,01/01/2016 03:57:48 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.93146045215875,40.68842596829053,Closed,0 days 15:09:09.000000000,0
01/01/2016 12:48:51 AM,01/01/2016 01:11:54 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.9702630385529,40.75246678476581,Closed,0 days 00:23:03.000000000,0
01/01/2016 12:49:16 AM,01/06/2016 10:52:10 AM,QUEENS,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.7734748624719,40.7159291817955,Closed,5 days 10:02:54.000000000,0
01/01/2016 12:49:22 AM,01/01/2016 04:38:35 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.96296275912128,40.581308624370116,Closed,0 days 03:49:13.000000000,0
01/01/2016 12:49:35 AM,01/01/2016 08:27:33 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.86251814306763,40.68612726397319,Closed,0 days 07:37:58.000000000,0
01/01/2016 12:49:38 AM,01/01/2016 06:27:55 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.90670949646037,40.68366834248024,Closed,0 days 05:38:17.000000000,0
01/01/2016 12:50:10 AM,01/01/2016 05:25:54 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.88965722606689,40.83057952261887,Closed,0 days 04:35:44.000000000,0
01/01/2016 12:50:16 AM,01/01/2016 03:14:02 AM,BRONX,Banging/Pounding,Noise - Residential,NYPD,-73.9065982348623,40.860920762454185,Closed,0 days 02:23:46.000000000,0
01/01/2016 12:50:48 AM,01/01/2016 02:41:56 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.84898156338559,40.724671547043656,Closed,0 days 01:51:08.000000000,0
01/01/2016 12:50:58 AM,01/01/2016 04:30:26 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.8467139880852,40.813326525743925,Closed,0 days 03:39:28.000000000,0
01/01/2016 12:51:17 AM,01/01/2016 10:01:48 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.91228428654,40.84220908371896,Closed,0 days 09:10:31.000000000,0
01/01/2016 12:51:37 AM,01/01/2016 06:54:40 AM,QUEENS,Loud Talking,Noise - Street/Sidewalk,NYPD,-73.82990818841765,40.707306265204274,Closed,0 days 06:03:03.000000000,0
01/01/2016 12:51:37 AM,01/01/2016 01:11:55 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.9702630385529,40.75246678476581,Closed,0 days 00:20:18.000000000,0
01/01/2016 12:52:48 AM,01/01/2016 03:16:30 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.81982723771877,40.67386779792993,Closed,0 days 02:23:42.000000000,0
01/01/2016 12:52:54 AM,01/01/2016 03:11:39 AM,BROOKLYN,Loud Music/Party,Noise - Commercial,NYPD,-73.97283406200388,40.60789750485273,Closed,0 days 02:18:45.000000000,0
01/01/2016 12:52:59 AM,01/01/2016 01:45:10 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.95063154078338,40.81165574229284,Closed,0 days 00:52:11.000000000,0
01/01/2016 12:53:00 AM,01/01/2016 01:25:51 AM,MANHATTAN,Loud Talking,Noise - Street/Sidewalk,NYPD,-74.00488232172157,40.73812645873311,Closed,0 days 00:32:51.000000000,0
01/01/2016 12:53:02 AM,01/01/2016 03:51:59 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94324171872209,40.83971431784293,Closed,0 days 02:58:57.000000000,0
01/01/2016 12:53:29 AM,01/01/2016 06:35:11 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.87336879980596,40.752008518796075,Closed,0 days 05:41:42.000000000,0
01/01/2016 12:53:41 AM,01/01/2016 03:58:54 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.96246862897249,40.64701607770159,Closed,0 days 15:05:13.000000000,0
01/01/2016 12:53:56 AM,01/01/2016 02:16:51 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.98155696286629,40.68566719321572,Closed,0 days 01:22:55.000000000,0
01/01/2016 12:54:09 AM,01/01/2016 06:28:05 AM,BROOKLYN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.90573701332337,40.69059810019759,Closed,0 days 05:33:56.000000000,0
01/01/2016 12:54:10 AM,01/01/2016 03:54:45 AM,MANHATTAN,Loud Talking,Noise - Street/Sidewalk,NYPD,-73.9407025685327,40.83801955432545,Closed,0 days 03:00:35.000000000,0
01/01/2016 12:54:14 AM,01/01/2016 11:44:57 AM,BRONX,No Access,Blocked Driveway,NYPD,-73.82298792309011,40.81820010978564,Closed,0 days 10:50:43.000000000,0
01/01/2016 12:54:20 AM,01/01/2016 10:01:48 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.93053947548982,40.831775150939634,Closed,0 days 09:07:28.000000000,0
01/01/2016 12:54:29 AM,01/01/2016 06:07:11 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94706647759641,40.77926086445701,Closed,0 days 05:12:42.000000000,0
01/01/2016 12:54:40 AM,01/01/2016 03:00:10 AM,BROOKLYN,Blocked Hydrant,Illegal Parking,NYPD,-74.00481824870285,40.60059671149097,Closed,0 days 02:05:30.000000000,0
01/01/2016 12:54:58 AM,01/01/2016 06:28:14 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.9226456300405,40.69963001917787,Closed,0 days 05:33:16.000000000,0
01/01/2016 12:55:02 AM,01/01/2016 08:14:14 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.92523119238145,40.86385195691805,Closed,0 days 07:19:12.000000000,0
01/01/2016 12:55:10 AM,01/01/2016 01:16:35 AM,MANHATTAN,Loud Talking,Noise - Street/Sidewalk,NYPD,-73.9832857741613,40.73645653969852,Closed,0 days 00:21:25.000000000,0
01/01/2016 12:55:19 AM,01/01/2016 02:05:29 PM,BRONX,No Access,Blocked Driveway,NYPD,-73.91790137506281,40.84751599392475,Closed,0 days 13:10:10.000000000,0
01/01/2016 12:55:19 AM,01/01/2016 01:45:12 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.95063154078338,40.81165574229284,Closed,0 days 00:49:53.000000000,0
01/01/2016 12:55:21 AM,01/05/2016 03:01:55 PM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.94578468458597,40.836885744983604,Closed,4 days 14:06:34.000000000,0
01/01/2016 12:55:27 AM,01/01/2016 01:11:57 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.9702630385529,40.75246678476581,Closed,0 days 00:16:30.000000000,0
01/01/2016 12:55:33 AM,01/01/2016 02:52:17 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.9735088028558,40.67731876770174,Closed,0 days 01:56:44.000000000,0
01/01/2016 12:55:53 AM,01/01/2016 08:15:20 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.94628292017204,40.712154115906685,Closed,0 days 07:19:27.000000000,0
01/01/2016 12:56:06 AM,01/01/2016 04:51:04 AM,BRONX,No Access,Blocked Driveway,NYPD,-73.89243696388736,40.87023766023734,Closed,0 days 03:54:58.000000000,0
01/01/2016 12:56:14 AM,01/01/2016 03:41:55 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.78385687303968,40.73480019104651,Closed,0 days 02:45:41.000000000,0
01/01/2016 12:56:42 AM,01/01/2016 01:54:01 AM,MANHATTAN,Banging/Pounding,Noise - Residential,NYPD,-73.93252347409297,40.845895118131146,Closed,0 days 00:57:19.000000000,0
01/01/2016 12:56:59 AM,01/01/2016 03:14:05 AM,BRONX,No Access,Blocked Driveway,NYPD,-73.89243696388736,40.87023766023734,Closed,0 days 02:17:06.000000000,0
01/01/2016 12:57:26 AM,01/01/2016 01:34:27 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.92374361688577,40.6666742607252,Closed,0 days 00:37:01.000000000,0
01/01/2016 12:57:31 AM,01/01/2016 05:09:37 AM,BROOKLYN,Partial Access,Blocked Driveway,NYPD,-73.97610927840864,40.60377829366333,Closed,0 days 04:12:06.000000000,0
01/01/2016 12:57:33 AM,01/01/2016 03:03:48 AM,BROOKLYN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-74.0012366037416,40.67793389535697,Closed,0 days 02:06:15.000000000,0
01/01/2016 12:57:54 AM,01/01/2016 07:12:43 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.88271001630866,40.65952252478478,Closed,0 days 06:14:49.000000000,0
01/01/2016 12:57:58 AM,01/01/2016 01:11:59 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.9702630385529,40.75246678476581,Closed,0 days 00:14:01.000000000,0
01/01/2016 12:58:09 AM,01/01/2016 01:34:26 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.92374361688577,40.6666742607252,Closed,0 days 00:36:17.000000000,0
01/01/2016 12:58:14 AM,01/03/2016 05:50:08 PM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.92804980664533,40.865099841872976,Closed,2 days 16:51:54.000000000,0
01/01/2016 12:58:14 AM,01/03/2016 05:50:08 PM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.92804980664533,40.865099841872976,Closed,2 days 16:51:54.000000000,0
01/01/2016 12:58:31 AM,01/01/2016 01:45:13 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.95063154078338,40.81165574229284,Closed,0 days 00:46:42.000000000,0
01/01/2016 12:58:32 AM,01/03/2016 04:23:58 PM,BRONX,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.85803910403448,40.89649186836305,Closed,2 days 15:25:26.000000000,0
01/01/2016 12:58:36 AM,01/01/2016 09:04:14 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.84660004716919,40.883135303092295,Closed,0 days 08:05:38.000000000,0
01/01/2016 12:58:43 AM,01/01/2016 01:33:23 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.92374361688577,40.6666742607252,Closed,0 days 00:34:40.000000000,0
01/01/2016 12:58:56 AM,01/01/2016 02:06:35 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.75092136977742,40.69482193274538,Closed,0 days 01:07:39.000000000,0
01/01/2016 12:59:29 AM,01/01/2016 07:52:48 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.9673712654362,40.79816862703871,Closed,0 days 06:53:19.000000000,0
01/01/2016 12:59:46 AM,01/01/2016 03:46:02 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.81498747254692,40.68231129449571,Closed,0 days 02:46:16.000000000,0
01/01/2016 01:00:44 AM,01/01/2016 01:13:11 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.9757880681296,40.744730633043375,Closed,0 days 00:12:27.000000000,1
01/01/2016 01:00:52 AM,01/01/2016 01:12:00 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.9702630385529,40.75246678476581,Closed,0 days 00:11:08.000000000,1
01/01/2016 01:01:14 AM,01/01/2016 03:57:47 AM,QUEENS,Banging/Pounding,Noise - Residential,NYPD,-73.81088796130646,40.73064278053271,Closed,0 days 02:56:33.000000000,1
01/01/2016 01:01:27 AM,01/01/2016 05:31:28 AM,BROOKLYN,Car/Truck Music,Noise - Vehicle,NYPD,-73.89338021518094,40.66079550961525,Closed,0 days 04:30:01.000000000,1
01/01/2016 01:01:59 AM,01/01/2016 02:22:44 AM,MANHATTAN,Double Parked Blocking Vehicle,Illegal Parking,NYPD,-73.95401100756528,40.80385663448375,Closed,0 days 01:20:45.000000000,1
01/01/2016 01:02:01 AM,01/01/2016 01:47:43 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.98409873162669,40.73200740886107,Closed,0 days 00:45:42.000000000,1
01/01/2016 01:02:10 AM,01/01/2016 06:07:13 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94774540304573,40.77912668224232,Closed,0 days 05:05:03.000000000,1
01/01/2016 01:02:13 AM,01/01/2016 03:45:58 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.82802073282268,40.68255658401688,Closed,0 days 02:43:45.000000000,1
01/01/2016 01:02:13 AM,01/01/2016 01:23:39 AM,BROOKLYN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.96230237357145,40.71166367438861,Closed,0 days 00:21:26.000000000,1
01/01/2016 01:02:27 AM,01/01/2016 04:13:44 AM,BRONX,Loud Talking,Noise - Street/Sidewalk,NYPD,-73.92748813652445,40.82317133408339,Closed,0 days 03:11:17.000000000,1
01/01/2016 01:02:37 AM,01/03/2016 04:23:58 PM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.85690993245417,40.885023169326075,Closed,2 days 15:21:21.000000000,1
01/01/2016 01:03:13 AM,01/01/2016 02:52:11 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.97347273095076,40.67736816532671,Closed,0 days 01:48:58.000000000,1
01/01/2016 01:03:19 AM,01/01/2016 01:13:14 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.9702630385529,40.75246678476581,Closed,0 days 00:09:55.000000000,1
01/01/2016 01:03:23 AM,01/02/2016 10:04:45 AM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.926773945294,40.65461840882225,Closed,1 days 09:01:22.000000000,1
01/01/2016 01:03:24 AM,01/01/2016 06:28:43 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.92575200247197,40.69528435215681,Closed,0 days 05:25:19.000000000,1
01/01/2016 01:03:27 AM,01/01/2016 01:27:01 AM,BROOKLYN,No Access,Blocked Driveway,NYPD,-73.94702115472923,40.67738647392624,Closed,0 days 00:23:34.000000000,1
01/01/2016 01:04:00 AM,01/01/2016 08:22:05 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.83850277971572,40.68966427375357,Closed,0 days 07:18:05.000000000,1
01/01/2016 01:04:05 AM,01/01/2016 06:36:13 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.86853058115146,40.75108909651283,Closed,0 days 05:32:08.000000000,1
01/01/2016 01:04:12 AM,01/01/2016 03:10:31 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.99279318933624,40.64363216731793,Closed,0 days 02:06:19.000000000,1
01/01/2016 01:04:19 AM,01/01/2016 03:05:58 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-74.00168005326098,40.678040935917664,Closed,0 days 02:01:39.000000000,1
01/01/2016 01:04:51 AM,01/01/2016 11:46:02 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.81811120906305,40.81663900557193,Closed,0 days 10:41:11.000000000,1
01/01/2016 01:05:02 AM,01/01/2016 02:09:58 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.99151880851599,40.7190447067564,Closed,0 days 01:04:56.000000000,1
01/01/2016 01:05:18 AM,01/01/2016 08:14:15 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.92181988606175,40.868663895108334,Closed,0 days 07:08:57.000000000,1
01/01/2016 01:05:24 AM,01/01/2016 04:05:07 AM,BROOKLYN,Banging/Pounding,Noise - Residential,NYPD,-73.85883837978089,40.6683092015993,Closed,0 days 02:59:43.000000000,1
01/01/2016 01:05:28 AM,01/03/2016 05:50:08 PM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.92804980664533,40.865099841872976,Closed,2 days 16:44:40.000000000,1
01/01/2016 01:05:28 AM,01/07/2016 01:16:17 AM,MANHATTAN,MOLD,UNSANITARY CONDITION,HPD,-73.92804980664533,40.865099841872976,Closed,6 days 00:10:49.000000000,1
01/01/2016 01:05:31 AM,01/01/2016 08:32:49 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.89658560127296,40.66704006664458,Closed,0 days 07:27:18.000000000,1
01/01/2016 01:05:58 AM,01/01/2016 06:42:25 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.90079829937137,40.69690692053887,Closed,0 days 05:36:27.000000000,1
